order_id,logistics_cost,warehouse_cost,sla_breach_flag
52974,293,70,1
52975,137,40,0
52976,135,74,0
52977,137,41,0
52978,152,65,0
52979,269,63,1
52980,344,109,1
52981,245,71,1
52982,113,53,0
52983,92,90,0
52984,260,92,1
52985,282,76,1
52986,208,104,1
52987,309,117,1
52988,178,64,0
52989,164,116,0
52990,291,75,1
52991,217,70,1
52992,108,49,0
52993,382,79,1
52994,306,40,1
52995,253,116,1
52996,308,51,1
52997,102,112,0
52998,141,98,0
52999,118,94,0
53000,156,98,0
53001,120,67,0
53002,152,81,0
53003,130,77,0
53004,284,65,1
53005,343,82,1
53006,87,112,0
53007,375,52,1
53008,277,100,1
53009,393,116,1
53010,171,112,0
53011,293,71,1
53012,279,99,1
53013,244,52,1
53014,106,43,0
53015,229,68,1
53016,237,90,1
53017,106,114,0
53018,119,44,0
53019,114,50,0
53020,125,98,0
53021,129,69,0
53022,386,105,1
53023,249,67,1
53024,84,51,0
53025,161,78,0
53026,96,96,0
53027,296,57,1
53028,295,58,1
53029,103,119,0
53030,81,71,0
53031,153,92,0
53032,210,73,1
53033,391,90,1
53034,153,116,0
53035,148,55,0
53036,178,115,0
53037,122,58,0
53038,230,54,1
53039,141,113,0
53040,365,74,1
53041,380,109,1
53042,348,59,1
53043,164,40,0
53044,375,93,1
53045,168,46,0
53046,179,78,0
53047,226,94,1
53048,168,106,0
53049,84,44,0
53050,105,107,0
53051,149,65,0
53052,231,66,1
53053,268,97,1
53054,315,84,1
53055,156,99,0
53056,259,92,1
53057,121,73,0
53058,202,93,1
53059,90,114,0
53060,212,84,1
53061,90,65,0
53062,275,53,1
53063,293,92,1
53064,203,49,1
53065,118,112,0
53066,169,65,0
53067,294,64,1
53068,245,111,1
53069,173,92,0
53070,311,62,1
53071,89,118,0
53072,176,80,0
53073,384,59,1
53074,95,45,0
53075,97,81,0
53076,156,110,0
53077,388,47,1
53078,85,41,0
53079,84,62,0
53080,92,113,0
53081,173,45,0
53082,108,50,0
53083,398,114,1
53084,91,109,0
53085,168,65,0
53086,114,70,0
53087,82,63,0
53088,135,40,0
53089,247,108,1
53090,129,100,0
53091,254,99,1
53092,297,48,1
53093,251,117,1
53094,171,65,0
53095,288,40,1
53096,311,73,1
53097,126,103,0
53098,244,91,1
53099,374,98,1
53100,90,51,0
53101,374,117,1
53102,389,102,1
53103,344,115,1
53104,142,109,0
53105,281,65,1
53106,138,59,0
53107,83,58,0
53108,103,75,0
53109,81,70,0
53110,392,78,1
53111,120,95,0
53112,136,110,0
53113,141,71,0
53114,320,103,1
53115,156,82,0
53116,102,43,0
53117,235,79,1
53118,376,94,1
53119,99,95,0
53120,260,83,1
53121,178,71,0
53122,165,46,0
53123,398,48,1
53124,263,83,1
53125,130,97,0
53126,93,99,0
53127,119,103,0
53128,117,107,0
53129,158,76,0
53130,124,88,0
53131,112,104,0
53132,112,101,0
53133,116,58,0
53134,327,56,1
53135,133,79,0
53136,108,65,0
53137,297,43,1
53138,127,82,0
53139,134,46,0
53140,156,83,0
53141,241,89,1
53142,143,89,0
53143,262,104,1
53144,263,85,1
53145,110,98,0
53146,288,79,1
53147,96,42,0
53148,100,96,0
53149,243,102,1
53150,108,114,0
53151,201,91,1
53152,174,67,0
53153,396,47,1
53154,129,70,0
53155,332,43,1
53156,91,46,0
53157,153,87,0
53158,84,88,0
53159,151,97,0
53160,163,79,0
53161,156,49,0
53162,280,108,1
53163,120,113,0
53164,349,92,1
53165,324,108,1
53166,152,61,0
53167,341,84,1
53168,143,76,0
53169,105,42,0
53170,351,113,1
53171,337,94,1
53172,96,76,0
53173,117,41,0
53174,113,107,0
53175,135,82,0
53176,127,69,0
53177,98,52,0
53178,140,62,0
53179,215,64,1
53180,291,84,1
53181,354,87,1
53182,298,43,1
53183,227,77,1
53184,145,109,0
53185,86,41,0
53186,154,108,0
53187,339,88,1
53188,141,91,0
53189,161,64,0
53190,133,65,0
53191,154,83,0
53192,272,91,1
53193,84,76,0
53194,322,76,1
53195,121,107,0
53196,358,60,1
53197,279,111,1
53198,354,42,1
53199,221,56,1
53200,94,90,0
53201,141,81,0
53202,319,78,1
53203,378,119,1
53204,103,96,0
53205,351,95,1
53206,220,89,1
53207,149,91,0
53208,126,50,0
53209,150,77,0
53210,117,74,0
53211,384,94,1
53212,226,61,1
53213,167,51,0
53214,297,106,1
53215,293,86,1
53216,172,67,0
53217,338,108,1
53218,132,40,0
53219,143,90,0
53220,331,89,1
53221,162,63,0
53222,171,113,0
53223,84,84,0
53224,375,45,1
53225,156,41,0
53226,113,116,0
53227,99,56,0
53228,232,95,1
53229,147,48,0
53230,132,107,0
53231,220,78,1
53232,117,62,0
53233,293,71,1
53234,153,80,0
53235,142,80,0
53236,116,100,0
53237,143,80,0
53238,169,62,0
53239,101,89,0
53240,101,119,0
53241,156,49,0
53242,241,103,1
53243,303,82,1
53244,92,100,0
53245,81,78,0
53246,281,79,1
53247,145,97,0
53248,168,77,0
53249,129,86,0
53250,121,53,0
53251,324,83,1
53252,282,115,1
53253,332,79,1
53254,145,66,0
53255,124,59,0
53256,169,69,0
53257,139,41,0
53258,124,90,0
53259,102,68,0
53260,333,88,1
53261,151,115,0
53262,214,80,1
53263,168,56,0
53264,241,118,1
53265,315,92,1
53266,161,72,0
53267,341,94,1
53268,111,42,0
53269,234,79,1
53270,202,81,1
53271,133,56,0
53272,205,51,1
53273,136,110,0
53274,166,40,0
53275,90,50,0
53276,168,57,0
53277,248,104,1
53278,127,57,0
53279,140,97,0
53280,177,50,0
53281,379,85,1
53282,296,117,1
53283,392,69,1
53284,176,58,0
53285,112,41,0
53286,105,114,0
53287,142,87,0
53288,88,67,0
53289,117,73,0
53290,273,86,1
53291,127,86,0
53292,149,74,0
53293,96,47,0
53294,166,107,0
53295,227,59,1
53296,162,72,0
53297,135,108,0
53298,168,118,0
53299,111,42,0
53300,144,51,0
53301,84,67,0
53302,151,94,0
53303,156,108,0
53304,152,110,0
53305,154,47,0
53306,126,70,0
53307,171,70,0
53308,88,44,0
53309,327,62,1
53310,85,103,0
53311,155,87,0
53312,179,93,0
53313,133,59,0
53314,252,110,1
53315,120,111,0
53316,107,60,0
53317,251,49,1
53318,129,42,0
53319,273,66,1
53320,129,61,0
53321,130,49,0
53322,262,86,1
53323,97,73,0
53324,106,108,0
53325,154,85,0
53326,136,44,0
53327,83,78,0
53328,227,108,1
53329,159,94,0
53330,134,74,0
53331,386,79,1
53332,132,67,0
53333,105,45,0
53334,339,115,1
53335,151,107,0
53336,274,68,1
53337,128,104,0
53338,172,81,0
53339,136,42,0
53340,166,95,0
53341,107,84,0
53342,396,74,1
53343,282,51,1
53344,276,101,1
53345,132,40,0
53346,273,78,1
53347,358,108,1
53348,235,70,1
53349,173,112,0
53350,318,117,1
53351,167,111,0
53352,204,80,1
53353,394,109,1
53354,143,64,0
53355,113,53,0
53356,161,57,0
53357,84,74,0
53358,140,101,0
53359,316,96,1
53360,114,115,0
53361,115,69,0
53362,143,84,0
53363,122,114,0
53364,165,99,0
53365,326,45,1
53366,204,54,1
53367,395,47,1
53368,105,94,0
53369,171,84,0
53370,103,86,0
53371,254,73,1
53372,125,40,0
53373,138,53,0
53374,137,80,0
53375,328,42,1
53376,98,64,0
53377,85,75,0
53378,306,116,1
53379,331,43,1
53380,157,92,0
53381,136,47,0
53382,151,42,0
53383,143,46,0
53384,145,76,0
53385,280,99,1
53386,148,69,0
53387,342,102,1
53388,397,108,1
53389,386,105,1
53390,88,113,0
53391,375,73,1
53392,327,58,1
53393,360,64,1
53394,330,66,1
53395,285,66,1
53396,306,51,1
53397,117,63,0
53398,273,102,1
53399,130,105,0
53400,230,105,1
53401,167,108,0
53402,147,103,0
53403,382,98,1
53404,343,49,1
53405,343,79,1
53406,171,87,0
53407,121,75,0
53408,100,82,0
53409,80,90,0
53410,90,90,0
53411,130,76,0
53412,176,107,0
53413,322,41,1
53414,123,69,0
53415,110,105,0
53416,230,85,1
53417,276,43,1
53418,112,79,0
53419,141,94,0
53420,142,50,0
53421,115,53,0
53422,83,75,0
53423,294,85,1
53424,288,73,1
53425,354,96,1
53426,363,100,1
53427,228,76,1
53428,108,70,0
53429,159,64,0
53430,101,95,0
53431,303,114,1
53432,168,68,0
53433,106,50,0
53434,137,97,0
53435,97,41,0
53436,97,74,0
53437,94,47,0
53438,143,40,0
53439,308,119,1
53440,256,87,1
53441,85,93,0
53442,84,68,0
53443,147,42,0
53444,280,47,1
53445,149,105,0
53446,94,81,0
53447,92,89,0
53448,207,67,1
53449,87,45,0
53450,210,98,1
53451,166,47,0
53452,95,45,0
53453,152,112,0
53454,136,49,0
53455,126,84,0
53456,114,58,0
53457,144,112,0
53458,132,115,0
53459,277,72,1
53460,237,43,1
53461,166,113,0
53462,206,80,1
53463,161,109,0
53464,357,43,1
53465,115,105,0
53466,96,109,0
53467,217,45,1
53468,161,75,0
53469,346,48,1
53470,273,90,1
53471,154,68,0
53472,291,112,1
53473,345,47,1
53474,381,107,1
53475,365,110,1
53476,157,117,0
53477,391,115,1
53478,169,75,0
53479,315,76,1
53480,277,42,1
53481,145,87,0
53482,108,73,0
53483,395,119,1
53484,169,86,0
53485,171,62,0
53486,101,61,0
53487,112,77,0
53488,379,115,1
53489,280,58,1
53490,89,103,0
53491,272,62,1
53492,129,67,0
53493,270,90,1
53494,323,52,1
53495,393,74,1
53496,201,80,1
53497,162,80,0
53498,134,57,0
53499,149,72,0
53500,172,116,0
53501,350,68,1
53502,169,68,0
53503,114,115,0
53504,111,88,0
53505,256,63,1
53506,83,86,0
53507,245,88,1
53508,322,51,1
53509,102,72,0
53510,367,119,1
53511,387,107,1
53512,95,118,0
53513,86,80,0
53514,310,69,1
53515,104,79,0
53516,113,97,0
53517,160,50,0
53518,133,68,0
53519,319,57,1
53520,364,46,1
53521,202,65,1
53522,384,114,1
53523,123,102,0
53524,178,77,0
53525,166,105,0
53526,144,44,0
53527,235,109,1
53528,155,44,0
53529,201,112,1
53530,118,119,0
53531,87,46,0
53532,324,70,1
53533,269,41,1
53534,350,91,1
53535,164,109,0
53536,149,43,0
53537,160,93,0
53538,242,62,1
53539,123,79,0
53540,263,106,1
53541,357,90,1
53542,89,119,0
53543,201,52,1
53544,201,119,1
53545,123,110,0
53546,120,44,0
53547,154,96,0
53548,129,73,0
53549,164,112,0
53550,151,119,0
53551,162,93,0
53552,140,46,0
53553,342,77,1
53554,309,50,1
53555,351,84,1
53556,113,119,0
53557,81,100,0
53558,219,45,1
53559,103,92,0
53560,234,41,1
53561,361,86,1
53562,144,81,0
53563,153,55,0
53564,142,108,0
53565,266,59,1
53566,163,83,0
53567,369,89,1
53568,393,110,1
53569,261,70,1
53570,84,67,0
53571,391,59,1
53572,229,54,1
53573,151,114,0
53574,233,42,1
53575,163,43,0
53576,270,49,1
53577,142,91,0
53578,395,74,1
53579,307,56,1
53580,361,62,1
53581,270,102,1
53582,382,101,1
53583,80,115,0
53584,177,86,0
53585,357,75,1
53586,124,96,0
53587,386,93,1
53588,83,51,0
53589,347,87,1
53590,104,88,0
53591,388,72,1
53592,331,86,1
53593,102,74,0
53594,141,108,0
53595,106,79,0
53596,139,87,0
53597,130,107,0
53598,90,82,0
53599,371,66,1
53600,231,66,1
53601,241,77,1
53602,236,55,1
53603,101,63,0
53604,176,44,0
53605,144,104,0
53606,138,49,0
53607,140,76,0
53608,385,44,1
53609,94,54,0
53610,138,53,0
53611,237,104,1
53612,324,41,1
53613,133,88,0
53614,149,100,0
53615,96,52,0
53616,348,111,1
53617,244,98,1
53618,165,87,0
53619,105,88,0
53620,391,69,1
53621,106,116,0
53622,232,47,1
53623,281,116,1
53624,107,91,0
53625,82,46,0
53626,175,75,0
53627,137,71,0
53628,133,71,0
53629,93,102,0
53630,333,83,1
53631,177,65,0
53632,352,71,1
53633,356,90,1
53634,104,114,0
53635,93,43,0
53636,108,94,0
53637,291,72,1
53638,393,91,1
53639,123,47,0
53640,256,109,1
53641,362,101,1
53642,104,75,0
53643,88,98,0
53644,168,79,0
53645,307,52,1
53646,115,90,0
53647,174,88,0
53648,354,92,1
53649,251,62,1
53650,258,72,1
53651,385,102,1
53652,82,86,0
53653,351,98,1
53654,336,72,1
53655,153,71,0
53656,141,89,0
53657,396,101,1
53658,348,52,1
53659,306,87,1
53660,96,67,0
53661,141,68,0
53662,121,43,0
53663,143,106,0
53664,205,84,1
53665,251,52,1
53666,82,47,0
53667,349,104,1
53668,267,88,1
53669,280,81,1
53670,147,88,0
53671,156,119,0
53672,129,79,0
53673,169,106,0
53674,119,99,0
53675,170,50,0
53676,91,94,0
53677,234,64,1
53678,116,113,0
53679,159,113,0
53680,298,83,1
53681,244,103,1
53682,335,59,1
53683,86,57,0
53684,155,101,0
53685,363,99,1
53686,102,112,0
53687,240,119,1
53688,144,60,0
53689,178,67,0
53690,114,60,0
53691,120,61,0
53692,225,78,1
53693,151,117,0
53694,129,103,0
53695,95,48,0
53696,260,82,1
53697,388,61,1
53698,102,107,0
53699,135,107,0
53700,150,111,0
53701,99,54,0
53702,144,75,0
53703,337,107,1
53704,98,105,0
53705,175,94,0
53706,116,44,0
53707,335,71,1
53708,238,48,1
53709,310,78,1
53710,376,75,1
53711,150,113,0
53712,386,47,1
53713,345,110,1
53714,221,110,1
53715,378,62,1
53716,99,67,0
53717,340,50,1
53718,232,112,1
53719,154,92,0
53720,375,91,1
53721,122,106,0
53722,221,70,1
53723,167,114,0
53724,106,76,0
53725,114,66,0
53726,328,62,1
53727,106,97,0
53728,398,108,1
53729,163,49,0
53730,148,47,0
53731,119,55,0
53732,106,109,0
53733,350,47,1
53734,361,113,1
53735,294,40,1
53736,176,81,0
53737,358,96,1
53738,282,104,1
53739,149,79,0
53740,279,75,1
53741,134,101,0
53742,358,98,1
53743,100,108,0
53744,118,112,0
53745,375,95,1
53746,262,62,1
53747,119,107,0
53748,152,48,0
53749,90,41,0
53750,380,80,1
53751,346,72,1
53752,131,75,0
53753,318,108,1
53754,85,61,0
53755,383,66,1
53756,308,75,1
53757,156,70,0
53758,352,54,1
53759,123,95,0
53760,283,115,1
53761,101,78,0
53762,237,64,1
53763,119,93,0
53764,305,119,1
53765,235,75,1
53766,314,57,1
53767,128,48,0
53768,139,66,0
53769,312,73,1
53770,179,52,0
53771,168,110,0
53772,169,63,0
53773,151,109,0
53774,281,65,1
53775,164,117,0
53776,122,114,0
53777,121,115,0
53778,100,101,0
53779,126,97,0
53780,201,88,1
53781,362,50,1
53782,121,90,0
53783,167,60,0
53784,86,88,0
53785,97,77,0
53786,113,96,0
53787,100,91,0
53788,323,49,1
53789,153,102,0
53790,155,84,0
53791,93,110,0
53792,134,56,0
53793,122,75,0
53794,159,79,0
53795,132,116,0
53796,242,64,1
53797,95,47,0
53798,176,115,0
53799,162,55,0
53800,103,66,0
53801,212,112,1
53802,176,42,0
53803,348,69,1
53804,113,113,0
53805,110,97,0
53806,144,83,0
53807,163,44,0
53808,236,95,1
53809,90,46,0
53810,173,49,0
53811,222,105,1
53812,238,80,1
53813,387,58,1
53814,303,60,1
53815,173,42,0
53816,122,46,0
53817,323,41,1
53818,80,105,0
53819,258,62,1
53820,255,79,1
53821,274,68,1
53822,86,52,0
53823,201,95,1
53824,94,54,0
53825,222,64,1
53826,145,43,0
53827,152,44,0
53828,149,101,0
53829,143,73,0
53830,221,98,1
53831,158,76,0
53832,261,62,1
53833,338,63,1
53834,153,110,0
53835,337,56,1
53836,310,75,1
53837,107,63,0
53838,120,119,0
53839,119,106,0
53840,179,79,0
53841,108,55,0
53842,83,82,0
53843,155,112,0
53844,93,71,0
53845,134,74,0
53846,300,70,1
53847,163,119,0
53848,257,115,1
53849,398,113,1
53850,375,52,1
53851,363,74,1
53852,289,46,1
53853,335,83,1
53854,146,90,0
53855,380,91,1
53856,101,117,0
53857,82,98,0
53858,217,117,1
53859,255,115,1
53860,147,96,0
53861,329,82,1
53862,118,113,0
53863,179,89,0
53864,167,47,0
53865,209,80,1
53866,88,54,0
53867,91,73,0
53868,83,46,0
53869,117,108,0
53870,166,70,0
53871,141,45,0
53872,130,83,0
53873,369,45,1
53874,149,98,0
53875,375,71,1
53876,170,94,0
53877,297,49,1
53878,364,100,1
53879,289,100,1
53880,157,101,0
53881,157,65,0
53882,176,94,0
53883,205,62,1
53884,153,60,0
53885,158,115,0
53886,104,62,0
53887,135,105,0
53888,276,68,1
53889,93,92,0
53890,365,64,1
53891,170,42,0
53892,393,42,1
53893,118,44,0
53894,225,99,1
53895,125,73,0
53896,86,109,0
53897,207,117,1
53898,130,56,0
53899,140,69,0
53900,155,50,0
53901,137,50,0
53902,100,115,0
53903,164,81,0
53904,142,101,0
53905,336,91,1
53906,108,79,0
53907,304,67,1
53908,363,41,1
53909,326,63,1
53910,110,86,0
53911,136,112,0
53912,207,64,1
53913,151,81,0
53914,95,40,0
53915,266,118,1
53916,358,109,1
53917,136,87,0
53918,272,40,1
53919,83,105,0
53920,94,100,0
53921,127,91,0
53922,383,46,1
53923,126,73,0
53924,385,58,1
53925,277,72,1
53926,352,70,1
53927,161,55,0
53928,169,68,0
53929,155,101,0
53930,295,101,1
53931,146,68,0
53932,375,106,1
53933,161,114,0
53934,89,51,0
53935,270,118,1
53936,322,59,1
53937,179,116,0
53938,331,44,1
53939,160,109,0
53940,365,80,1
53941,118,111,0
53942,258,62,1
53943,112,107,0
53944,278,69,1
53945,166,117,0
53946,171,84,0
53947,377,77,1
53948,120,101,0
53949,329,96,1
53950,99,58,0
53951,153,56,0
53952,158,76,0
53953,156,74,0
53954,364,40,1
53955,229,94,1
53956,158,50,0
53957,104,44,0
53958,94,84,0
53959,128,71,0
53960,160,84,0
53961,312,45,1
53962,147,82,0
53963,233,93,1
53964,392,96,1
53965,122,62,0
53966,117,85,0
53967,104,99,0
53968,154,81,0
53969,179,94,0
53970,331,53,1
53971,137,50,0
53972,81,53,0
53973,86,101,0
53974,274,42,1
53975,158,45,0
53976,381,54,1
53977,178,98,0
53978,110,74,0
53979,127,105,0
53980,97,81,0
53981,174,100,0
53982,386,59,1
53983,83,94,0
53984,107,97,0
53985,319,82,1
53986,321,48,1
53987,80,73,0
53988,240,113,1
53989,270,40,1
53990,321,67,1
53991,398,65,1
53992,141,95,0
53993,232,87,1
53994,150,44,0
53995,129,110,0
53996,347,50,1
53997,80,48,0
53998,147,61,0
53999,225,101,1
54000,300,81,1
54001,84,46,0
54002,86,86,0
54003,90,96,0
54004,145,71,0
54005,380,77,1
54006,120,114,0
54007,314,41,1
54008,218,115,1
54009,165,68,0
54010,207,99,1
54011,144,69,0
54012,177,76,0
54013,262,83,1
54014,211,69,1
54015,161,94,0
54016,100,113,0
54017,252,115,1
54018,139,56,0
54019,295,101,1
54020,132,78,0
54021,173,69,0
54022,122,73,0
54023,104,94,0
54024,178,97,0
54025,393,119,1
54026,146,43,0
54027,143,91,0
54028,250,40,1
54029,101,87,0
54030,167,55,0
54031,110,63,0
54032,175,50,0
54033,93,40,0
54034,140,111,0
54035,136,46,0
54036,128,98,0
54037,267,82,1
54038,362,78,1
54039,175,62,0
54040,179,107,0
54041,339,71,1
54042,97,63,0
54043,367,88,1
54044,121,75,0
54045,114,43,0
54046,174,48,0
54047,174,117,0
54048,81,43,0
54049,174,59,0
54050,355,78,1
54051,202,41,1
54052,133,112,0
54053,244,68,1
54054,94,87,0
54055,170,55,0
54056,225,58,1
54057,246,75,1
54058,303,83,1
54059,305,51,1
54060,368,74,1
54061,98,83,0
54062,169,75,0
54063,376,50,1
54064,278,67,1
54065,110,71,0
54066,107,94,0
54067,132,73,0
54068,286,89,1
54069,274,110,1
54070,114,70,0
54071,248,119,1
54072,160,104,0
54073,166,44,0
54074,166,112,0
54075,142,100,0
54076,142,72,0
54077,147,104,0
54078,126,112,0
54079,381,101,1
54080,353,74,1
54081,114,93,0
54082,247,73,1
54083,136,93,0
54084,112,99,0
54085,331,82,1
54086,165,40,0
54087,92,64,0
54088,347,58,1
54089,98,71,0
54090,213,88,1
54091,307,52,1
54092,315,58,1
54093,138,110,0
54094,92,87,0
54095,325,90,1
54096,356,61,1
54097,116,52,0
54098,120,77,0
54099,209,76,1
54100,128,99,0
54101,375,46,1
54102,149,70,0
54103,98,81,0
54104,259,96,1
54105,84,108,0
54106,106,81,0
54107,86,60,0
54108,133,80,0
54109,210,41,1
54110,166,50,0
54111,115,47,0
54112,202,84,1
54113,213,114,1
54114,130,104,0
54115,80,118,0
54116,226,57,1
54117,362,47,1
54118,83,58,0
54119,385,97,1
54120,147,41,0
54121,151,75,0
54122,148,50,0
54123,238,81,1
54124,215,51,1
54125,109,45,0
54126,286,75,1
54127,88,81,0
54128,334,56,1
54129,164,114,0
54130,259,56,1
54131,163,48,0
54132,124,117,0
54133,90,45,0
54134,96,57,0
54135,88,51,0
54136,103,73,0
54137,114,65,0
54138,84,90,0
54139,93,78,0
54140,377,41,1
54141,133,53,0
54142,253,72,1
54143,156,57,0
54144,115,114,0
54145,224,61,1
54146,178,114,0
54147,216,91,1
54148,101,79,0
54149,106,103,0
54150,236,76,1
54151,95,67,0
54152,283,66,1
54153,393,116,1
54154,136,114,0
54155,387,58,1
54156,102,86,0
54157,241,62,1
54158,276,66,1
54159,275,44,1
54160,120,62,0
54161,112,110,0
54162,143,95,0
54163,356,68,1
54164,346,62,1
54165,130,43,0
54166,207,118,1
54167,138,76,0
54168,176,113,0
54169,140,104,0
54170,122,40,0
54171,152,43,0
54172,236,72,1
54173,132,109,0
54174,112,111,0
54175,211,64,1
54176,311,48,1
54177,107,57,0
54178,300,43,1
54179,156,74,0
54180,153,82,0
54181,398,75,1
54182,114,49,0
54183,311,63,1
54184,82,72,0
54185,365,107,1
54186,310,64,1
54187,83,46,0
54188,89,44,0
54189,258,41,1
54190,376,40,1
54191,351,95,1
54192,324,86,1
54193,172,50,0
54194,220,100,1
54195,145,59,0
54196,221,55,1
54197,201,82,1
54198,125,86,0
54199,126,105,0
54200,147,117,0
54201,163,61,0
54202,382,44,1
54203,266,112,1
54204,125,94,0
54205,352,56,1
54206,163,47,0
54207,87,68,0
54208,219,88,1
54209,87,78,0
54210,82,50,0
54211,148,72,0
54212,255,89,1
54213,239,114,1
54214,357,82,1
54215,324,67,1
54216,108,75,0
54217,145,98,0
54218,136,116,0
54219,95,81,0
54220,177,65,0
54221,161,85,0
54222,166,108,0
54223,306,96,1
54224,397,63,1
54225,364,67,1
54226,342,111,1
54227,111,114,0
54228,243,51,1
54229,88,114,0
54230,381,88,1
54231,331,46,1
54232,147,93,0
54233,264,86,1
54234,111,57,0
54235,333,102,1
54236,215,91,1
54237,333,69,1
54238,82,72,0
54239,90,46,0
54240,100,78,0
54241,221,94,1
54242,174,90,0
54243,141,113,0
54244,203,72,1
54245,91,101,0
54246,334,56,1
54247,156,65,0
54248,122,60,0
54249,282,41,1
54250,353,86,1
54251,149,79,0
54252,278,103,1
54253,379,107,1
54254,334,44,1
54255,236,43,1
54256,80,73,0
54257,352,115,1
54258,114,44,0
54259,169,70,0
54260,203,47,1
54261,257,92,1
54262,82,58,0
54263,231,63,1
54264,97,40,0
54265,123,91,0
54266,102,69,0
54267,105,116,0
54268,356,55,1
54269,249,115,1
54270,132,91,0
54271,81,43,0
54272,387,116,1
54273,163,84,0
54274,273,68,1
54275,143,108,0
54276,135,45,0
54277,215,51,1
54278,113,114,0
54279,129,84,0
54280,234,48,1
54281,268,83,1
54282,92,55,0
54283,179,104,0
54284,312,48,1
54285,271,71,1
54286,122,62,0
54287,264,79,1
54288,218,82,1
54289,202,110,1
54290,176,69,0
54291,135,44,0
54292,148,119,0
54293,284,115,1
54294,140,109,0
54295,330,80,1
54296,240,116,1
54297,211,50,1
54298,158,63,0
54299,368,96,1
54300,135,52,0
54301,162,110,0
54302,263,81,1
54303,102,84,0
54304,144,113,0
54305,101,85,0
54306,345,115,1
54307,348,97,1
54308,114,71,0
54309,345,63,1
54310,366,43,1
54311,167,111,0
54312,365,51,1
54313,200,55,1
54314,131,59,0
54315,373,69,1
54316,217,81,1
54317,105,108,0
54318,280,88,1
54319,149,43,0
54320,245,78,1
54321,270,41,1
54322,172,86,0
54323,319,62,1
54324,373,99,1
54325,102,88,0
54326,216,44,1
54327,137,78,0
54328,233,79,1
54329,291,92,1
54330,165,95,0
54331,161,46,0
54332,129,48,0
54333,219,93,1
54334,119,83,0
54335,220,85,1
54336,112,56,0
54337,359,74,1
54338,131,50,0
54339,163,66,0
54340,209,119,1
54341,154,47,0
54342,156,77,0
54343,160,106,0
54344,260,91,1
54345,369,75,1
54346,229,45,1
54347,292,46,1
54348,102,119,0
54349,176,102,0
54350,163,98,0
54351,94,58,0
54352,207,62,1
54353,128,93,0
54354,116,115,0
54355,154,82,0
54356,335,99,1
54357,85,103,0
54358,344,40,1
54359,152,60,0
54360,92,46,0
54361,125,70,0
54362,293,64,1
54363,171,92,0
54364,103,102,0
54365,170,92,0
54366,228,114,1
54367,302,102,1
54368,203,88,1
54369,153,42,0
54370,300,47,1
54371,320,83,1
54372,365,65,1
54373,85,52,0
54374,389,97,1
54375,110,80,0
54376,94,91,0
54377,227,103,1
54378,88,60,0
54379,124,114,0
54380,100,90,0
54381,81,43,0
54382,326,67,1
54383,103,63,0
54384,89,52,0
54385,150,63,0
54386,224,56,1
54387,393,109,1
54388,148,106,0
54389,287,79,1
54390,100,73,0
54391,328,69,1
54392,319,115,1
54393,219,49,1
54394,350,91,1
54395,113,106,0
54396,173,118,0
54397,216,61,1
54398,366,73,1
54399,141,76,0
54400,142,81,0
54401,168,80,0
54402,297,108,1
54403,367,74,1
54404,95,68,0
54405,219,47,1
54406,387,88,1
54407,91,55,0
54408,297,104,1
54409,177,99,0
54410,109,88,0
54411,165,100,0
54412,155,103,0
54413,156,117,0
54414,106,65,0
54415,166,105,0
54416,98,69,0
54417,114,57,0
54418,122,75,0
54419,249,70,1
54420,128,118,0
54421,276,82,1
54422,372,45,1
54423,345,113,1
54424,89,110,0
54425,147,69,0
54426,396,65,1
54427,170,63,0
54428,128,55,0
54429,347,65,1
54430,149,77,0
54431,162,45,0
54432,147,43,0
54433,138,60,0
54434,157,87,0
54435,362,80,1
54436,80,78,0
54437,363,60,1
54438,103,88,0
54439,235,47,1
54440,163,62,0
54441,125,53,0
54442,108,46,0
54443,174,58,0
54444,287,56,1
54445,371,105,1
54446,373,94,1
54447,378,47,1
54448,92,117,0
54449,127,103,0
54450,139,66,0
54451,160,62,0
54452,122,71,0
54453,309,107,1
54454,172,83,0
54455,105,97,0
54456,100,119,0
54457,151,40,0
54458,164,105,0
54459,166,92,0
54460,113,51,0
54461,145,87,0
54462,281,70,1
54463,112,119,0
54464,119,57,0
54465,289,101,1
54466,309,90,1
54467,87,89,0
54468,133,93,0
54469,171,43,0
54470,110,69,0
54471,121,73,0
54472,202,112,1
54473,174,114,0
54474,137,95,0
54475,164,49,0
54476,92,61,0
54477,106,73,0
54478,139,90,0
54479,219,91,1
54480,101,71,0
54481,319,77,1
54482,325,50,1
54483,300,51,1
54484,145,118,0
54485,201,49,1
54486,372,104,1
54487,169,85,0
54488,120,67,0
54489,270,118,1
54490,321,72,1
54491,100,53,0
54492,175,86,0
54493,140,96,0
54494,284,65,1
54495,149,55,0
54496,122,74,0
54497,158,82,0
54498,145,60,0
54499,138,97,0
54500,340,58,1
54501,136,92,0
54502,257,83,1
54503,135,83,0
54504,333,89,1
54505,95,78,0
54506,313,114,1
54507,94,51,0
54508,94,110,0
54509,101,73,0
54510,103,64,0
54511,355,70,1
54512,162,96,0
54513,138,62,0
54514,337,110,1
54515,138,71,0
54516,161,114,0
54517,384,97,1
54518,133,85,0
54519,154,75,0
54520,96,75,0
54521,82,100,0
54522,324,74,1
54523,177,101,0
54524,340,67,1
54525,287,66,1
